Ranking,Institution,Year
801,National University of Costa Rica,2020
801,Seoul National University of Science and Technology,2020
801,"Notre Dame University, Louaize",2020
801,Riga Stradins University,2020
801,Cracow University of Technology,2020
801,Poznan University of Technology,2020
801,Wroclaw University of Science and Technology,2020
801,South Ural State University,2020
801,"Viet Nam National University, Hanoi",2020
801,Mustansiriyah University,2020
801,COMSATS University Islamabad,2020
801,Birmingham City University,2020
801,National Polytechnic School,2020
801,Universidad Nacional de la Asuncion,2020
801,Warsaw University of Life Sciences,2020
1,"Massachusetts Institute of Technology, MIT",2021
2,Stanford University,2021
3,Harvard University,2021
4,"California Institute of Technology, Caltech",2021
5,University of Oxford,2021
6,"Swiss Federal Institute of Technology Zurich, ETHZ",2021
7,University of Cambridge,2021
8,Imperial College London,2021
9,University of Chicago,2021
10,University College London,2021
11,National University of Singapore,2021
12,Princeton University,2021
13,Nanyang Technological University,2021
14,"Swiss Federal Institute of Technology Lausanne, EPFL",2021
15,Tsinghua University,2021
16,University of Pennsylvania,2021
17,Yale University,2021
18,Cornell University,2021
19,Columbia University,2021
20,University of Edinburgh,2021
21,University of Michigan - Ann Arbor,2021
22,University of Hong Kong,2021
23,Peking University,2021
24,The University of Tokyo,2021
25,University of Toronto,2021
25,Johns Hopkins University,2021
27,Hong Kong University of Science and Technology,2021
27,University of Manchester,2021
29,Northwestern University,2021
30,"University of California, Berkeley",2021
31,Australian National University,2021
31,McGill University,2021
31,King’s College London,2021
34,Fudan University,2021
35,New York University,2021
36,"University of California, Los Angeles",2021
37,Seoul National University,2021
38,Kyoto University,2021
39,Korea Advanced Institute of Science and Technology,2021
40,University of Sydney,2021
41,University of Melbourne,2021
42,Duke University,2021
43,Chinese University of Hong Kong,2021
44,University of New South Wales,2021
45,University of British Columbia,2021
46,University of Queensland,2021
47,Shanghai Jiao Tong University,2021
48,City University of Hong Kong,2021
49,London School of Economics,2021
50,Technical University of München,2021
51,Carnegie Mellon University,2021
52,PSL Research University Paris,2021
53,Zhejiang University,2021
54,"University of California, San Diego",2021
55,Monash University,2021
56,Tokyo Institute of Technology,2021
57,Delft University of Technology,2021
58,University of Bristol,2021
59,University of Malaya,2021
60,Brown University,2021
61,Ecole Polytechnique,2021
61,University of Amsterdam,2021
62,University of Warwick,2021
63,University of München,2021
64,University of Heidelberg,2021
65,University of Wisconsin-Madison,2021
66,University of Buenos Aires,2021
66,National Taiwan University,2021
69,Korea University,2021
69,University of Zurich,2021
71,University of Texas at Austin,2021
72,Osaka University,2021
72,University of Washington,2021
74,Moscow State University,2021
75,Hong Kong Polytechnic University,2021
76,University of Copenhagen,2021
77,Pohang University of Science and Technology,2021
77,University of Glasgow,2021
79,Tohoku University,2021
80,Georgia Institute of Technology,2021
81,University of Auckland,2021
82,University of Illinois at Urbana-Champaign,2021
83,Sorbonne University,2021
84,Catholic University of Leuven,2021
85,Yonsei University,2021
86,University of Durham,2021
87,University of Birmingham,2021
88,Sungkyunkwan University,2021
89,Rice University,2021
90,University of Southampton,2021
91,University of Leeds,2021
92,University of Western Australia,2021
93,University of Science and Technology of China,2021
93,University of Sheffield,2021
95,University of North Carolina at Chapel Hill,2021
96,University of St. Andrews,2021
97,Lund University,2021
98,KTH - Royal Institute of Technology,2021
99,University of Nottingham,2021
100,National Autonomous University of Mexico,2021
101,Trinity College Dublin,2021
101,Pennsylvania State University,2021
103,Technical University of Denmark,2021
104,University of Helsinki,2021
105,Washington University in St. Louis,2021
106,University of Adelaide,2021
106,University of Geneva,2021
108,Ohio State University,2021
109,Purdue University,2021
110,Nagoya University,2021
110,Boston University,2021
112,"University of California, Davis",2021
113,University of Oslo,2021
114,University of Bern,2021
114,"Queen Mary, University of London",2021
115,University of Sao Paulo,2021
115,Wageningen University & Research Center,2021
117,Humboldt University of Berlin,2021
118,University of Montreal,2021
119,University of Alberta,2021
120,Eindhoven University of Technology,2021
121,Pontifical Catholic University of Chile,2021
121,Utrecht University,2021
121,University of Southern California,2021
124,Nanjing University,2021
124,Kyushu University,2021
124,Uppsala University,2021
127,Aalto University,2021
128,University of Groningen,2021
128,University of Leiden,2021
130,Free University of Berlin,2021
131,Karlsruhe Institute of Technology,2021
132,University of Putra Malaysia,2021
133,University of Technology Sydney,2021
135,University of Gent,2021
135,Lancaster University,2021
137,Polytechnic University of Milan,2021
138,CentraleSupélec,2021
139,Hokkaido University,2021
139,Chalmers University of Technology,2021
141,National University of Malaysia,2021
142,"University of Science, Malaysia",2021
143,King Abdulaziz University,2021
144,McMaster University,2021
145,RWTH Aachen University,2021
146,Hanyang University,2021
147,Aarhus University,2021
148,Technical University of Berlin,2021
149,University of Basel,2021
150,University of Vienna,2021
150,University of York,2021
152,"Newcastle University, Newcastle-upon-Tyne",2021
152,"University of California, Santa Barbara",2021
152,University of Maryland at College Park,2021
155,Monterrey Institute of Technology and Higher Education,2021
156,University of Pittsburgh,2021
157,Michigan State University,2021
158,Emory University,2021
159,Cardiff University,2021
160,University of Bologna,2021
161,Ecole Normale Supérieure de Lyon,2021
162,University of Florida,2021
162,Case Western Reserve University,2021
164,University of Exeter,2021
165,Al-Farabi Kazakh National University,2021
166,University of Waterloo,2021
166,University of Rochester,2021
168,National Tsinghua University,2021
169,University of Lausanne,2021
169,Texas A&M University,2021
171,University of Rome - La Sapienza,2021
172,"Indian Institute of Technology, Bombay",2021
173,Technical University of Dresden,2021
173,University of Bath,2021
175,University of Freiburg,2021
175,University of Tübingen,2021
177,University College Dublin,2021
177,Hebrew University of Jerusalem,2021
177,University of Minnesota - Twin Cities,2021
180,University of Chile,2021
181,Stockholm University,2021
181,University of Liverpool,2021
183,University of Barcelona,2021
184,University of Otago,2021
185,Indian Institute of Science,2021
186,King Fahd University of Petroleum & Minerals,2021
187,"University of Technology, Malaysia",2021
187,Vanderbilt University,2021
189,Catholic University of Louvain,2021
189,Waseda University,2021
191,Vienna University of Technology,2021
191,Keio University,2021
193,"Indian Institute of Technology, Delhi",2021
194,University of Bergen,2021
195,University of Göttingen,2021
196,University of Wollongong,2021
197,"University of Newcastle, Australia",2021
197,Erasmus University Rotterdam,2021
197,University of Twente,2021
200,Vrije Universiteit Brussel,2021
200,Autonomous University of Madrid,2021
202,Göteborg University,2021
203,Western University,2021
203,Dartmouth College,2021
205,University of Reading,2021
206,Complutense University of Madrid,2021
207,University of Aberdeen,2021
208,Chulalongkorn University,2021
209,Queen’s University Belfast,2021
210,"University of California, Irvine",2021
211,University of Notre Dame,2021
211,Khalifa University,2021
213,Autonomous University of Barcelona,2021
214,Macquarie University,2021
214,Radboud University of Nijmegen,2021
216,University of Padua,2021
217,Curtin University,2021
217,Queensland University of Technology,2021
217,University of Virginia,2021
220,American University of Beirut,2021
220,University of Cape Town,2021
220,Arizona State University,2021
223,RMIT University,2021
223,Victoria University of Wellington,2021
225,St. Petersburg State University,2021
226,Loughborough University,2021
227,University of Los Andes,2021
228,University of Hamburg,2021
228,Novosibirsk State University,2021
230,Tel Aviv University,2021
230,University of Colorado at Boulder,2021
230,Georgetown University,2021
233,State University of Campinas,2021
234,University of Maastricht,2021
234,National Cheng Kung University,2021
236,Kyung Hee University,2021
236,VU University Amsterdam,2021
238,University of Antwerp,2021
238,"National University of Ireland, Galway",2021
240,University of Bonn,2021
240,National Chiao Tung University,2021
242,"Sciences Po, Paris",2021
242,University of Leicester,2021
242,Ecole des Ponts ParisTech,2021
245,University of Qatar,2021
246,Queen’s University,2021
246,University of Calgary,2021
246,Wuhan University,2021
246,University of Sussex,2021
250,Université Libre de Bruxelles,2021
250,Tomsk State University,2021
252,University of Navarra,2021
252,Mahidol University,2021
254,University of Brunei Darussalam,2021
254,Gadjah Mada University,2021
256,Tongji University,2021
256,University of Illinois at Chicago,2021
258,"Rutgers, The State University of New Jersey",2021
259,National University of Colombia,2021
260,Harbin Institute of Technology,2021
260,Charles University Prague,2021
260,Tufts University,2021
263,Sun Yat-Sen University,2021
264,Hong Kong Baptist University,2021
265,University of Innsbruck,2021
265,Tsukuba University,2021
267,Technical University of Darmstadt,2021
267,National Taiwan University of Science and Technology,2021
267,University of Surrey,2021
270,University of Canterbury,2021
270,"University of Massachusetts, Amherst",2021
272,Massey University,2021
273,University of Lugano,2021
273,University of Arizona,2021
275,Graz University of Technology,2021
275,Deakin University,2021
275,"Indian Institute of Technology, Madras",2021
275,Paris Cité University,2021
279,University of Ottawa,2021
279,Beijing Normal University,2021
281,Moscow Institute of Physics and Technology,2021
282,University of Cologne,2021
282,Bauman Moscow State Technical University,2021
284,United Arab Emirates University,2021
285,University of Tartu,2021
286,University College Cork,2021
287,University Pompeu Fabra,2021
287,University of Turku,2021
287,University Panthéon-Sorbonne (Paris I),2021
287,King Saud University,2021
291,Dalhousie University,2021
291,Ecole Normale Supérieure de Paris,2021
291,Technion - Israel Institute of Technology,2021
291,University of Miami,2021
295,University of South Australia,2021
295,North Carolina State University,2021
295,Gwangju Institute of Science and Technology,2021
298,Higher School of Economics,2021
298,National Yang-Ming University,2021
300,University of Strathclyde,2021
301,University of Milan,2021
301,Heriot-Watt University,2021
303,Griffith University,2021
303,Xi’an Jiaotong University,2021
305,Aalborg University,2021
305,Université Paris-Saclay,2021
305,University of Indonesia,2021
307,University of Mannheim,2021
308,University of Tasmania,2021
308,Polytechnic University of Turin,2021
308,"Royal Holloway, University of London",2021
311,University of Frankfurt am Main,2021
311,University Carlos III de Madrid,2021
313,Institute of Technology Bandung,2021
314,Polytechnic University of Catalonia,2021
314,"Indian Institute of Technology, Kharagpur",2021
314,National Research Nuclear University,2021
317,Belarusian State University,2021
317,University of Erlangen-Nürnberg,2021
319,University of Dundee,2021
320,Indiana University at Bloomington,2021
321,Hiroshima University,2021
321,University of Warsaw,2021
323,Simon Fraser University,2021
323,University of Jena,2021
323,Southern University of Science and Technology,2021
326,Polytechnic University of Valencia,2021
326,Jagiellonian University,2021
326,Peoples’ Friendship University of Russia,2021
326,Virginia Polytechnic Institute and State University,2021
326,Pontifical Catholic University Argentina,2021
327,IE University,2021
331,National Taiwan Normal University,2021
331,Ural Federal University,2021
333,University of Stuttgart,2021
333,Ewha Womans University,2021
333,Umea University,2021
333,University of East Anglia,2021
333,University of Hawaii at Manoa,2021
333,University of Utah,2021
333,University of Jyvaskyla,2021
341,Yeshiva University,2021
342,"University of Chemistry and Technology, Prague",2021
342,Grenoble Alpes University,2021
344,University of Ulm,2021
344,"Birkbeck, University of London",2021
346,"School of Oriental and African Studies, University of London",2021
346,State University of New York at Buffalo,2021
348,American University of Sharjah,2021
348,Moscow State Institute of International Relations,2021
350,"Indian Institute of Technology, Kanpur",2021
350,City University London,2021
350,University of Technology Brunei,2021
353,University of Southern Denmark,2021
353,George Washington University,2021
355,"National University of Sciences and Technology, Islamabad",2021
356,University of Münster,2021
357,University of Lisbon,2021
357,University of Porto,2021
357,L.N. Gumilyov Eurasian National University,2021
360,Norwegian University of Science and Technology,2021
360,ITMO University,2021
362,University of Linz,2021
362,Tokyo Medical and Dental University,2021
362,Linkoping University,2021
362,Northeastern University,2021
367,University of Macau,2021
368,Tilburg University,2021
368,Brunel University,2021
370,University of Victoria,2021
370,Kazan Federal University,2021
372,Swinburne University of Technology,2021
373,State University of New York at Stony Brook,2021
373,Pakistan Institute of Engineering and Applied Sciences,2021
375,University of Waikato,2021
375,Sultan Qaboos University,2021
377,Universidad de Palermo,2021
377,Nankai University,2021
379,Taylor’s University,2021
380,Federal University of Rio de Janeiro,2021
380,University of Kent at Canterbury,2021
380,Wake Forest University,2021
383,"Indian Institute of Technology, Roorkee",2021
383,University of Pisa,2021
383,Oxford Brookes University,2021
383,University of Kansas,2021
387,Shanghai University,2021
387,Tianjin University,2021
387,Lincoln University,2021
387,Taipei Medical University,2021
391,UCSI University,2021
392,Beijing Institute of Technology,2021
392,University of Naples Federico II,2021
392,Hankuk University of Foreign Studies,2021
392,Vita-Salute San Raffaele University,2021
396,Huazhong University of Science and Technology,2021
396,University of the Philippines Manila,2021
398,La Trobe University,2021
398,University of Colorado at Denver,2021
398,University of Strasbourg,2021
401,Tomsk Polytechnic University,2021
401,Peter the Great St Petersburg Polytechnic University,2021
403,University of Mainz,2021
403,University of Trento,2021
403,Kobe University,2021
403,Chung-Ang University,2021
403,University of Witwatersrand,2021
408,University of Oulu,2021
409,University of Tampere,2021
409,Sharif University of Technology,2021
411,American University in Cairo,2021
411,University of Essex,2021
411,Washington State University,2021
414,Bond University,2021
414,Tulane University,2021
416,National Sun Yat-Sen University,2021
416,"Goldsmiths College, University of London",2021
416,"University of California, Santa Cruz",2021
416,Uit the Arctic University of Norway,2021
420,Federal University of Sao Paulo,2021
420,Laval University,2021
420,University of Iowa,2021
423,Flinders University,2021
423,Vilnius University,2021
425,University of Bordeaux,2021
426,Pontificia Universidad Javeriana,2021
426,Illinois Institute of Technology,2021
428,University of St.Gallen,2021
428,New University of Lisbon,2021
428,National University of Science and Technology MISiS,2021
431,University of Coimbra,2021
432,Xiamen University,2021
432,Czech Technical University of Prague,2021
432,University of Florence,2021
432,Pontifical Catholic University of Perú,2021
432,University of Tennessee - Knoxville,2021
437,University of Würzburg,2021
437,Auckland University of Technology,2021
439,University of Bochum,2021
439,Dublin City University,2021
439,"University of Technology, Petronas",2021
439,University of Johannesburg,2021
443,Austral University,2021
443,University of Konstanz,2021
443,Colorado State University,2021
446,University of Science and Technology Beijing,2021
446,Ben-Gurion University of the Negev,2021
446,Brandeis University,2021
449,Beihang University,2021
449,"University of California, Riverside",2021
451,University of Liège,2021
451,Saarland University,2021
451,Technical University of Madrid,2021
454,Quaid-i-Azam University,2021
454,Boston College,2021
456,University of Canberra,2021
456,Hasselt University,2021
456,Catholic University of Korea,2021
456,Dongguk University,2021
456,University of Stellenbosch,2021
456,Florida State University,2021
462,James Cook University,2021
462,South China University of Technology,2021
462,University ORT Uruguay,2021
465,University of Belgrano,2021
465,University of Saskatchewan,2021
465,Yokohama City University,2021
465,Koc University,2021
465,National Central University,2021
470,University of Halle-Wittenberg,2021
470,Lappeenranta University of Technology,2021
470,"Indian Institute of Technology, Guwahati",2021
470,Rensselaer Polytechnic Institute,2021
474,University of Western Sydney,2021
474,Umm Al-Qura University,2021
474,Swansea University,2021
477,Concordia University,2021
477,University of Cyprus,2021
477,National Technical University of Athens,2021
477,Wayne State University,2021
477,Amirkabir University of Technology,2021
477,V.N. Karazin Kharkiv National University,2021
483,University of Leipzig,2021
483,"University of Missouri, Columbia",2021
485,Shandong University,2021
485,University of Stirling,2021
485,Aberystwyth University,2021
488,Chiba University,2021
488,National Taipei University of Technology,2021
490,Sogang University,2021
490,Auezov South Kazakhstan State University,2021
492,University of Montevideo,2021
493,Sao Paulo State University,2021
493,Jilin University,2021
493,Southeast University,2021
493,Far Eastern Federal University,2021
493,Chang Gung University,2021
498,University of Havana,2021
499,University of Alcalá de Henares,2021
499,Oregon State University,2021
499,University of Eastern Finland,2021
501,University of Santiago de Chile,2021
501,East China Normal University,2021
501,University of Kiel,2021
501,University of Granada,2021
501,University of Zaragoza,2021
501,University of Szeged,2021
501,University of Delhi,2021
501,Hitotsubashi University,2021
501,Balamand University,2021
501,University of Connecticut,2021
501,University of Georgia,2021
511,University of Klagenfurt,2021
511,University of Limerick,2021
511,Catholic University of the Sacred Heart,2021
511,University of Rome - Tor Vergata,2021
511,Warsaw University of Technology,2021
511,Singapore Management University,2021
511,Aston University,2021
511,Aix-Marseille University,2021
511,University of Montpellier,2021
521,University of Bayreuth,2021
521,University of Debrecen,2021
521,Airlangga University,2021
521,University of Milan - Bicocca,2021
521,University of Turin,2021
521,Ulsan University,2021
521,Saratov State University,2021
521,Sabanci University,2021
521,Imam Abdulrahman Bin Faisal University,2021
531,York University,2021
531,Sichuan University,2021
531,Masaryk University,2021
531,University of Giessen,2021
531,Bogor Agricultural University (IPB University),2021
531,Nagasaki University,2021
531,Inha University,2021
531,University of Utara Malaysia,2021
531,Imam Muhammad Ibn Saud Islamic University,2021
531,University of Texas at Dallas,2021
531,Northwestern Polytechnical University,2021
541,University of Bremen,2021
541,Institut National des Sciences Appliquées de Lyon,2021
541,University Panthéon-Assas (Paris II),2021
541,Niigata University,2021
541,Osaka City University,2021
541,Coventry University,2021
541,University of Delaware,2021
541,Iowa State University,2021
541,Satbayev Kazakh National Technical University,2021
541,Saint Joseph University of Beirut,2021
551,"Victoria University, Melbourne",2021
551,Technical University of Braunschweig,2021
551,University Paul Sabatier - Toulouse III,2021
551,Bar-Ilan University,2021
551,Ajou University,2021
551,Hallym University,2021
551,Konkuk University,2021
551,Lebanese American University,2021
551,Bilkent University,2021
551,Lehigh University,2021
551,Management and Science University,2021
561,University Externado de Colombia,2021
561,Cairo University,2021
561,Kumamoto University,2021
561,Kyungpook National University,2021
561,Thammasat University,2021
561,University of Pretoria,2021
561,University of Nebraska - Lincoln,2021
561,The New School,2021
571,Murdoch University,2021
571,University of Guelph,2021
571,China University of Geosciences Wuhan,2021
571,University of Costa Rica,2021
571,Abo Akademi University,2021
571,Aristotle University of Thessaloniki,2021
571,Lingnan University,2021
571,Okayama University,2021
571,Panamerican University,2021
571,Altai State University,2021
571,University of South Carolina,2021
581,University of Graz,2021
581,Renmin University of China,2021
581,University of Seville,2021
581,Pusan National University,2021
581,University of Aveiro,2021
581,National Chengchi University,2021
581,Kingston University,2021
581,University of South Florida,2021
581,Clark University,2021
591,Central Queensland University,2021
591,Dalian University of Technology,2021
591,Palacky University,2021
591,University of Valencia,2021
591,University of Tehran,2021
591,Kanazawa University,2021
591,Chonbuk National University,2021
591,University of Minho,2021
591,Southern Federal University,2021
591,Samara University,2021
591,Kazakh National Agrarian University,2021
601,Buenos Aires Institute of Technology,2021
601,American University in Dubai,2021
601,University of Sharjah,2021
601,Sofia University,2021
601,Carleton University,2021
601,University of Manitoba,2021
601,University of Quebec,2021
601,University of Fribourg,2021
601,University of Concepción,2021
601,East China University of Science and Technology,2021
601,Hunan University,2021
601,"Jinan University, Guangdong",2021
601,Shenzhen University,2021
601,University of Regensburg,2021
601,University of Salamanca,2021
601,Ramon Llull University,2021
601,Tbilisi State University,2021
601,Eötvös Lorand University,2021
601,Iran University of Science and Technology Tehran,2021
601,Free University of Bozen-Bolzano,2021
601,University of Pavia,2021
601,Jordan University,2021
601,Gifu University,2021
601,Tokushima University,2021
601,Tokyo University of Agriculture and Technology,2021
601,Holy Spirit University of Kaslik,2021
601,International Islamic University Malaysia,2021
601,Ateneo de Manila University,2021
601,University of Ljubljana,2021
601,Chiang Mai University,2021
601,Middle East Technical University,2021
601,"National Chung Hsing University, Taipei",2021
601,University of Bradford,2021
601,University of Hull,2021
601,University of Portsmouth,2021
601,University of Ulster,2021
601,Bangor University,2021
601,University of Kentucky,2021
601,Smith College,2021
601,Michigan Technological University,2021
601,University of New Mexico,2021
601,Syracuse University,2021
601,University of Cincinnati,2021
601,University of Oregon,2021
601,Drexel University,2021
601,University of Vermont,2021
601,Taras Shevchenko National University of Kyiv,2021
601,King Khalid University,2021
601,Missouri University of Science and Technology,2021
601,Lobachevsky University,2021
601,Kazakh National Pedagogical University,2021
601,University of Côte d’Azur,2021
601,"Indian Institute of Technology, Hyderabad",2021
651,National University de La Plata,2021
651,University Torcuato di Tella,2021
651,Edith Cowan University,2021
651,University of Mons-Hainaut,2021
651,Pontifical Catholic University of Rio de Janeiro,2021
651,Federal University of Minas Gerais,2021
651,Beijing University of Technology,2021
651,Central South University,2021
651,ICESI University,2021
651,University of Antioquía,2021
651,University of Marburg,2021
651,University of Hannover,2021
651,University of Hohenheim,2021
651,University Pontificia Comillas,2021
651,University of Athens,2021
651,University of Pecs,2021
651,Jadavpur University,2021
651,University of Hyderabad,2021
651,Savitribai Phule Pune University,2021
651,University of Genoa,2021
651,University of Siena,2021
651,Jordan University of Science and Technology,2021
651,Kagoshima University,2021
651,Osaka Prefecture University,2021
651,Tokyo Metropolitan University,2021
651,Sejong University,2021
651,Vilnius Gediminas Technical University,2021
651,Anáhuac University,2021
651,"University of Technology, Mara",2021
651,Lahore University of Management Sciences,2021
651,Pavol Jozef Safarik University in Kosice,2021
651,Bogazici University,2021
651,National Technical University (Kharkiv Polytechnic Institute),2021
651,University of Northumbria at Newcastle,2021
651,University of Plymouth,2021
651,University of Westminster,2021
651,University of Denver,2021
651,American University,2021
651,Howard University,2021
651,University of Massachusetts at Boston,2021
651,City University of New York,2021
651,University of Oklahoma,2021
651,College of William and Mary,2021
651,Virginia Commonwealth University,2021
651,Tallinn University of Technology,2021
651,Soochow University,2021
651,O.P. Jindal Global University,2021
651,Pontifical Bolivarian University,2021
651,Applied Science University Bahrain,2021
701,University of San Andres,2021
701,Abu Dhabi University,2021
701,Ajman University of Science and Technology,2021
701,Zayed University,2021
701,Charles Darwin University,2021
701,University of Southern Queensland,2021
701,Federal University of Rio Grande do Sul,2021
701,Memorial University of Newfoundland,2021
701,University of Sherbrooke,2021
701,University Adolfo Ibáñez,2021
701,China Agricultural University,2021
701,Nanjing University of Science and Technology,2021
701,University of Electronic Science and Technology of China,2021
701,Mendel University of Agriculture and Forestry,2021
701,Brno University of Technology,2021
701,University of Rostock,2021
701,University of Santiago de Compostela,2021
701,University Claude Bernard - Lyon I,2021
701,"National University of Ireland, Maynooth",2021
701,University of Haifa,2021
701,University of Trieste,2021
701,Gunma University,2021
701,Chonnam National University,2021
701,Lebanese University Beirut,2021
701,Riga Technical University,2021
701,National Polytechnic Institute,2021
701,México Autonomous Institute of Technology,2021
701,University of Tenaga Nasional,2021
701,University Peruana Cayetano Heredia,2021
701,St. Petersburg State Electrotechnical University,2021
701,Comenius University in Bratislava,2021
701,National Technical University of Ukraine,2021
701,Sumy State University,2021
701,Keele University,2021
701,Middlesex University,2021
701,University of Greenwich,2021
701,University of Huddersfield,2021
701,University of Central Florida,2021
701,Kansas State University,2021
701,Louisiana State University,2021
701,University of Maryland Baltimore County,2021
701,Worcester Polytechnic Institute,2021
701,Stevens Institute of Technology,2021
701,Temple University,2021
701,Southern Methodist University,2021
701,University of Houston,2021
701,Kaohsiung Medical University,2021
701,Ibero-American University,2021
701,Macau University of Science and Technology,2021
701,"Notre Dame University, Louaize",2021
701,Sunway University,2021
751,Ca’ Foscari University of Venice,2021
751,University of Salzburg,2021
751,Southern Cross University,2021
751,University of Windsor,2021
751,Chongqing University,2021
751,University of La Sabana,2021
751,University of Rosario,2021
751,Technical University of Liberec,2021
751,University of Duisburg-Essen,2021
751,University of Düsseldorf,2021
751,University San Francisco de Quito,2021
751,University of the Basque Country,2021
751,University of Rovira i Virgili,2021
751,University of Patras,2021
751,Jamia Millia Islamia University,2021
751,Manipal University,2021
751,Polytechnic University of Bari,2021
751,University of Brescia,2021
751,University of Modena,2021
751,University of Perugia,2021
751,Tokyo University of Science,2021
751,Chungnam National University,2021
751,Dankook University,2021
751,Seoul University,2021
751,"Kazakhstan Institute of Management, Economics, and Strategic Research",2021
751,University of Guadalajara,2021
751,Plekhanov Russian University of Economics,2021
751,Istanbul Technical University,2021
751,Bournemouth University,2021
751,Nottingham Trent University,2021
751,University Central de Venezuela,2021
751,Northwest University,2021
751,Florida International University,2021
751,Georgia State University,2021
751,Indiana University-Purdue University of Indianapolis,2021
751,New Jersey Institute of Technology,2021
751,"Rutgers, The State University of New Jersey",2021
751,Clarkson University,2021
751,State University of New York at Albany,2021
751,Oklahoma State University,2021
751,University of Tulsa,2021
751,Beijing Jiaotong University,2021
751,University of Lille,2021
751,London South Bank University,2021
751,Sepuluh Nopember Institute of Technology,2021
751,Kazakh-British Technical University,2021
751,"University of Malaysia, Pahang",2021
751,Prince Mohammad Bin Fahd University,2021
801,De Montfort University,2021
801,Perm State National Research University,2021
801,Queen Margaret University,2021
801,Szent Istvan University,2021
801,Russian Presidential Academy National Economy and Public Administration,2021
801,Viet Nam National University ho Chi Minh City,2021
801,National University de Córdoba,2021
801,National University de Rosario,2021
801,National University de San Luis,2021
801,National Technological University,2021
801,Australian Catholic University,2021
801,Charles Sturt University,2021
801,University of New England,2021
801,Bangladesh University of Engineering and Technology (BUET),2021
801,University of Dhaka,2021
801,University of Bahrain,2021
801,Pontifícia Universidade Católica de São Paulo,2021
801,Federal University of Pernambuco,2021
801,Federal University of Santa Catarina,2021
801,Federal University of São Carlos,2021
801,Federal University of Paraná,2021
801,University of Brasília,2021
801,Toronto Metropolitan University,2021
801,University Austral de Chile,2021
801,Pontifical Catholic University of Valparaiso,2021
801,University Diego Portales,2021
801,Federico Santa María Technical University,2021
801,"University of the Andes, Chile",2021
801,Beijing Foreign Studies University,2021
801,Harbin Engineering University,2021
801,Lanzhou University,2021
801,Shanghai International Studies University,2021
801,Wuhan University of Technology,2021
801,EAFIT University,2021
801,University of Valle del Cauca,2021
801,Costa Rica Institute of Technology,2021
801,University of Pardubice,2021
801,University of Bielefeld,2021
801,University of Potsdam,2021
801,Pontifical Catholic University of Ecuador,2021
801,Tallinn University,2021
801,Ain Shams University,2021
801,Alexandria University,2021
801,University of Alicante,2021
801,University of La Coruña,2021
801,University of Murcia,2021
801,University of Oviedo,2021
801,University Paul Valéry - Montpellier III,2021
801,University of Rennes I,2021
801,University of Nantes,2021
801,University of Versailles Saint-Quentin-en-Yvelines,2021
801,Toulouse 1 University Capitole,2021
801,Athens University of Economics and Business,2021
801,University of Crete,2021
801,University of Rijeka,2021
801,University of Zagreb,2021
801,Budapest University of Technology and Economics,2021
801,University of Miskolc,2021
801,Bina Nusantara University,2021
801,Padjadjaran University,2021
801,Aligarh Muslim University,2021
801,Amrita Vishwa Vidyapeetham (Deemed University),2021
801,Anna University,2021
801,Banaras Hindu University,2021
801,University of Calcutta,2021
801,Shiraz University,2021
801,Roma Tre University,2021
801,University of Bari,2021
801,University of Calabria,2021
801,University of Catania,2021
801,University of Ferrara,2021
801,University of Palermo,2021
801,University of Parma,2021
801,University of Salerno,2021
801,University of Udine,2021
801,University of Verona,2021
801,German Jordanian University,2021
801,Princess Sumaya University for Technology,2021
801,Kyoto Institute of Technology,2021
801,Kyushu Institute of Technology,2021
801,Nagoya Institute of Technology,2021
801,Ritsumeikan University,2021
801,Saitama University,2021
801,Shinshu University,2021
801,Sophia University,2021
801,Tokai University,2021
801,Yamaguchi University,2021
801,Yokohama National University,2021
801,Yeungnam University,2021
801,Gulf University for Science and Technology,2021
801,Kuwait University,2021
801,Karaganda State Technical University,2021
801,Beirut Arab University,2021
801,Kaunas University of Technology,2021
801,Vytautas Magnus University,2021
801,University of Latvia,2021
801,University of Malta,2021
801,Metropolitan Autonomous University,2021
801,Autonomous University of Chapingo,2021
801,Autonomous University of Mexico State,2021
801,University of las Américas - Puebla,2021
801,University of Malaysia Perlis,2021
801,Multimedia University,2021
801,Malaysian University of Sabah,2021
801,University of Malaysia Sarawak,2021
801,University of Tunku Abdul Rahman,2021
801,Technological University of Panama,2021
801,National University of San Marcos,2021
801,De La Salle University,2021
801,University of Santo Tomas,2021
801,University of Engineering and Technology Lahore,2021
801,University of the Punjab,2021
801,Adam Mickiewicz University in Poznan,2021
801,Nicolaus Copernicus University,2021
801,Lodz University of Technology,2021
801,University of Gdansk,2021
801,University of Lodz,2021
801,AGH University of Science and Technology,2021
801,University of Wroclaw,2021
801,Catholic University of Portugal,2021
801,Babes-Bolyai University,2021
801,University of Bucharest,2021
801,Novosibirsk State Technical University,2021
801,Islamic University of Madinah,2021
801,King Faisal University,2021
801,University of Maribor,2021
801,Slovak University of Technology,2021
801,Technical University in Kosice,2021
801,Kasetsart University,2021
801,Khon Kaen University,2021
801,King Mongkut’s University of Technology Thonburi,2021
801,Prince of Songkla University,2021
801,Ankara University,2021
801,Hacettepe University,2021
801,Istanbul University,2021
801,National Chung Cheng University,2021
801,Glasgow Caledonian University,2021
801,Liverpool John Moores University,2021
801,London Metropolitan University,2021
801,Edinburgh Napier University,2021
